1;1.539955
2;6.646778
3;7.5524287
4;10.149447
5;15.1402645
6;16.836245
7;18.881859
8;19.940416
9;15.475747
10;11.078355
11;5.165831
12;3.0275564
13;3.6264935
14;3.2825785
15;5.780346
16;7.5862093
17;13.187914
18;18.705862
19;18.821354
20;18.335262
21;17.431248
22;11.923129
23;5.6819277
24;4.11245
25;2.8063452
26;4.532697
27;5.241647
28;7.8288937
29;14.56676
30;18.45498
31;19.26845
32;20.381433
33;13.433877
34;12.620206
35;6.417493
36;1.8380822
37;0.6672625
38;1.8171468
39;4.8659916
40;6.135363
41;10.796934
42;19.101887
43;18.453976
44;16.480043
45;15.28287
46;9.726297
47;4.942429
48;2.626202
49;3.5324316
50;5.34397
51;5.380081
52;10.560516
53;12.054605
54;17.0325
55;17.844027
56;20.119745
57;14.998709
58;10.258115
59;6.2510977
60;3.120441
61;0.7219999
62;4.1120944
63;6.7046294
64;9.785563
65;11.118146
66;19.97602
67;19.06117
68;19.225239
69;14.20287
70;10.955708
71;5.3086042
72;3.8319135
73;3.812379
74;-1.769904
75;2.476324
76;12.536444
77;16.229137
78;17.87547
79;20.517773
80;20.10565
81;15.288219
82;10.909592
83;5.3314233
84;3.97268
85;-1.9953932
86;3.0187037
87;7.372366
88;7.5557504
89;14.292023
90;17.938198
91;18.203455
92;18.015036
93;12.910366
94;11.257576
95;5.1797795
96;2.7632325
97;1.1293654
98;3.3941796
99;4.1135077
100;8.04724
101;13.83952
102;17.119665
103;18.76839
104;17.901482
105;17.052942
106;8.569099
107;3.923803
108;2.2773428
109;2.2432964
110;0.8470541
111;5.3154297
112;8.598983
113;12.494152
114;15.956514
115;19.563303
116;20.026644
117;13.084217
118;8.5154085
119;7.605601
120;6.5963798
121;2.203298
122;4.458653
123;7.157456
124;10.968081
125;12.541653
126;16.273575
127;19.450085
128;16.094492
129;15.073292
130;12.007249
131;6.6037865
132;2.7926579
133;0.26693228
134;-0.64009523
135;0.14073986
136;8.243801
137;11.899666
138;15.810704
139;19.68539
140;18.151958
141;13.407277
142;10.769194
143;4.7137904
144;3.634799
145;2.0003514
146;-2.4052484
147;7.1650157
148;8.300523
149;14.391048
150;15.609548
151;17.543423
152;18.628214
153;13.835639
154;8.874883
155;5.3086953
156;1.5977771
157;1.0607466
158;1.0403217
159;5.1261683
160;11.851808
161;14.089001
162;16.695599
163;16.245975
164;17.88762
165;15.390777
166;9.559909
167;4.6565104
168;3.9782097
169;-3.5728815
170;-0.3521105
171;4.3600774
172;8.931575
173;10.5700245
174;16.55336
175;20.60189
176;16.871464
177;12.559591
178;8.272348
179;4.846129
180;-3.5590396
181;-2.023275
182;0.67550755
183;4.478166
184;12.079198
185;13.795644
186;14.979885
187;18.195673
188;18.90328
189;14.881267
190;8.303269
191;7.510091
192;0.41906384
193;3.7629342
194;3.9323165
195;4.375958
196;7.8035083
197;14.725456
198;17.164236
199;18.2293
200;17.573822
201;12.62521
202;9.247395
203;5.1757956
204;1.1712269
205;4.8560133
206;4.1056623
207;6.4174123
208;11.837948
209;14.347641
210;17.56238
211;17.406206
212;17.050262
213;12.765084
214;8.528495
215;3.7614043
216;1.6567392
217;-2.5207317
218;-0.2478142
219;1.6167829
220;8.22607
221;13.22668
222;16.977169
223;22.223059
224;15.694509
225;17.164713
226;12.32309
227;7.183835
228;4.520445
229;2.1111069
230;-0.9109112
231;3.801514
232;9.453769
233;12.905407
234;16.51905
235;18.184923
236;15.9570265
237;15.272135
238;11.215381
239;4.284321
240;0.94332737
241;-0.09393337
242;2.5644808
243;4.2403107
244;9.479911
245;11.6466675
246;15.332447
247;16.906855
248;18.64304
249;14.269381
250;10.255861
251;4.298054
252;1.1164894
253;-0.28124925
254;-1.8027912
255;5.5534883
256;8.530746
257;14.196491
258;19.356936
259;19.184072
260;20.752918
261;14.175145
262;6.0728297
263;6.152008
264;1.8853344
265;1.1699301
266;5.1422477
267;5.5022993
268;8.078758
269;13.757814
270;17.356213
271;17.752851
272;18.907963
273;13.338297
274;8.356708
275;5.5841503
276;0.3157304
277;0.794973
278;2.2907825
279;4.1918163
280;7.134878
281;14.332557
282;14.291012
283;18.568544
284;18.744732
285;11.852647
286;12.645546
287;3.8144317
288;-0.2026838
289;0.98855937
290;3.9162278
291;5.239032
292;10.152964
293;14.675507
294;16.887882
295;15.244046
296;17.747534
297;14.024068
298;10.661779
299;6.1701717
300;3.1227524
301;2.577459
302;0.34082395
303;5.4634576
304;8.937409
305;13.692999
306;15.1323595
307;18.96595
308;17.292473
309;17.07608
310;9.113087
311;3.457802
312;2.1536913
313;2.3853378
314;4.3895802
315;5.021023
316;8.860237
317;13.981563
318;16.44902
319;16.417183
320;16.854681
321;13.422888
322;8.713804
323;1.5325949
324;0.98396635
325;-2.775984
326;4.166911
327;6.00193
328;6.3950267
329;12.659616
330;15.742702
331;17.145538
332;19.975298
333;14.026539
334;7.848899
335;3.9239554
336;2.1248987
337;-2.945456
338;-2.2353785
339;1.0397784
340;8.491405
341;11.066636
342;15.55607
343;15.858068
344;17.254478
345;10.992481
346;9.339413
347;4.531113
348;-2.307258
349;0.20873648
350;4.651917
351;3.2470758
352;8.436202
353;12.242912
354;14.254878
355;20.16264
356;18.459782
357;12.777244
358;11.921965
359;3.0122123
360;-1.8655715
361;2.9683566
362;-0.13901016
363;6.4144154
364;7.9854407
365;12.4906645
366;15.840317
367;21.366758
368;17.966932
369;13.366631
370;7.789354
371;7.330109
372;3.6203506
373;2.395986
374;-0.80673873
375;3.6895897
376;10.366449
377;14.577047
378;15.499078
379;16.11186
380;15.84117
381;12.350489
382;7.9679794
383;0.36249688
384;3.1519535
385;0.7932761
386;2.8039083
387;4.8619714
388;7.7464733
389;14.280671
390;17.09261
391;18.54011
392;19.161364
393;13.473321
394;6.479581
395;5.3210464
396;1.1823851
397;1.3837698
398;-2.5764382
399;6.3899794
400;7.010085
401;9.315691
402;13.349708
403;19.013441
404;17.997261
405;14.969864
406;8.3102865
407;3.8273683
408;0.60022557
409;2.3958862
410;5.8565083
411;7.0970507
412;7.430998
413;13.845445
414;15.128363
415;16.541538
416;18.388048
417;11.806759
418;10.306339
419;4.424955
420;0.64408576
421;2.350786
422;3.3503296
423;7.107049
424;7.184218
425;13.768104
426;15.278478
427;17.683361
428;17.08279
429;14.625193
430;10.578316
431;2.783855
432;2.384903
433;3.5068297
434;2.096675
435;2.7617767
436;7.993208
437;14.199157
438;14.969156
439;17.105648
440;17.120388
441;13.385705
442;9.744465
443;2.9845228
444;3.3713114
445;-5.98838
446;-0.47626594
447;-0.36162817
448;9.103849
449;9.667718
450;13.874899
451;16.878197
452;15.614561
453;14.692213
454;9.380003
455;4.88515
456;2.0613124
457;0.056465827
458;-6.4252987
459;3.0262427
460;6.2627745
461;14.1424
462;15.801936
463;17.06218
464;16.351162
465;11.449102
466;9.697078
467;5.8075747
468;1.9458314
469;-5.612761
470;-3.0642388
471;2.8063629
472;7.6808143
473;13.324385
474;13.528249
475;17.38189
476;16.420218
477;13.6465
478;8.9002075
479;0.8282932
480;3.6532161
481;1.0719657
482;-0.3079197
483;2.0809674
484;6.8248973
485;10.750215
486;13.714741
487;15.781262
488;17.188068
489;12.374977
490;10.292511
491;4.862315
492;1.096127
493;3.9508197
494;-1.6464672
495;4.530218
496;8.578118
497;11.27464
498;16.195421
499;20.268139
500;18.23168
501;13.876802
502;9.230311
503;3.4383466
504;0.598692
505;-2.3219674
506;-0.12517607
507;4.297479
508;6.5895987
509;12.434113
510;16.256205
511;18.851095
512;17.423565
513;16.009228
514;9.694956
515;5.8588037
516;2.2165427
517;-1.4150815
518;-0.30301297
519;6.8919563
520;7.934919
521;13.2367935
522;15.336676
523;16.462702
524;16.650476
525;14.249743
526;8.236881
527;4.663108
528;-2.184486
529;-2.6465845
530;2.250114
531;3.3621628
532;6.168914
533;10.708245
534;14.805835
535;15.243537
536;16.90166
537;14.223265
538;8.195668
539;3.1251705
540;0.68181926
541;-4.596698
542;-1.7526777
543;3.727622
544;6.4841647
545;12.411622
546;16.676882
547;15.453249
548;15.718242
549;13.411528
550;8.670597
551;3.74544
552;3.898013
553;0.8727881
554;-1.2786157
555;5.117935
556;6.760687
557;11.699022
558;14.878709
559;15.648136
560;15.396442
561;12.44316
562;9.311042
563;4.235653
564;0.36803305
565;0.5628487
566;3.2533948
567;6.407911
568;5.809143
569;11.815611
570;15.591998
571;16.630629
572;16.191917
573;12.244631
574;10.416951
575;5.3483834
576;2.184155
577;1.3593048
578;0.5908404
579;1.6075543
580;7.19218
581;13.052125
582;17.501932
583;19.608734
584;16.537136
585;13.082805
586;9.803529
587;5.039544
588;-0.85188544
589;4.585986
590;1.5609934
591;3.8405097
592;6.9660754
593;11.927138
594;14.811992
595;18.404352
596;19.175041
597;15.833934
598;7.5511875
599;3.2143962
600;1.2773185
601;3.402758
602;3.3609416
603;5.8154707
604;8.236541
605;11.16724
606;14.230545
607;15.538322
608;17.459509
609;13.536594
610;5.7783313
611;5.012282
612;4.9796004
613;0.12149424
614;1.2354573
615;4.2874584
616;5.3678193
617;12.7037115
618;16.271524
619;17.449467
620;18.0661
621;14.591883
622;7.618416
623;3.5130239
624;0.3071142
625;-2.126978
626;2.1224823
627;5.69363
628;7.414244
629;11.587045
630;14.637447
631;17.883091
632;16.085585
633;11.065598
634;7.1389837
635;4.4468145
636;0.78044444
637;-0.9313253
638;1.5888731
639;1.2081494
640;8.557701
641;14.151958
642;14.1120205
643;18.207363
644;18.246235
645;12.537301
646;9.367111
647;3.7286472
648;3.7049768
649;-2.4982176
650;-1.0348754
651;1.3670728
652;5.6480765
653;11.631313
654;17.356802
655;16.361345
656;17.079683
657;13.5911665
658;9.212241
659;5.940773
660;0.5851231
661;0.5286835
662;-1.9020463
663;1.033821
664;7.2687826
665;13.123294
666;14.965009
667;18.676058
668;16.850323
669;14.189786
670;10.335373
671;5.3185105
672;-4.6446257
673;-0.92640436
674;0.85762894
